"Step","phirho1 - reward","phirho1 - reward__MIN","phirho1 - reward__MAX","rho-8 - reward","rho-8 - reward__MIN","rho-8 - reward__MAX","rhophi8 - reward","rhophi8 - reward__MIN","rhophi8 - reward__MAX","rhophi10 - reward","rhophi10 - reward__MIN","rhophi10 - reward__MAX","phi10 - reward","phi10 - reward__MIN","phi10 - reward__MAX","Threefish-phi1 - reward","Threefish-phi1 - reward__MIN","Threefish-phi1 - reward__MAX","Threefish-phi8 - reward","Threefish-phi8 - reward__MIN","Threefish-phi8 - reward__MAX"
"2472000","-0.57","-0.57","-0.57","","","","-0.2","-0.2","-0.2","-0.5","-0.5","-0.5","0.33","0.33","0.33","","","","","",""
"2474000","-0.55","-0.55","-0.55","","","","-0.54","-0.54","-0.54","-0.31","-0.31","-0.31","0.17","0.17","0.17","","","","","",""
"2476000","-0.44","-0.44","-0.44","","","","-0.5","-0.5","-0.5","-0.59","-0.59","-0.59","0.8","0.8","0.8","","","","","",""
"2478000","-0.75","-0.75","-0.75","","","","-0.79","-0.79","-0.79","-0.57","-0.57","-0.57","-0.39","-0.39","-0.39","","","","","",""
"2480000","-0.33","-0.33","-0.33","","","","-0.5","-0.5","-0.5","-0.11","-0.11","-0.11","0.12","0.12","0.12","","","","","",""
"2482000","-0.3","-0.3","-0.3","","","","-0.71","-0.71","-0.71","-0.5","-0.5","-0.5","1","1","1","","","","","",""
"2484000","-0.83","-0.83","-0.83","","","","-0.4","-0.4","-0.4","-0.29","-0.29","-0.29","0.7","0.7","0.7","","","","","",""
"2486000","-0.2","-0.2","-0.2","","","","-0.71","-0.71","-0.71","-0.47","-0.47","-0.47","-0.03","-0.03","-0.03","","","","","",""
"2488000","-0.64","-0.64","-0.64","","","","-0.53","-0.53","-0.53","-0.43","-0.43","-0.43","0.31","0.31","0.31","","","","","",""
"2490000","-0.4","-0.4","-0.4","","","","-0.59","-0.59","-0.59","-0.6","-0.6","-0.6","0.25","0.25","0.25","","","","","",""
"2492000","-0.4","-0.4","-0.4","","","","-0.33","-0.33","-0.33","-0.44","-0.44","-0.44","-0.09","-0.09","-0.09","","","","","",""
"2494000","-0.71","-0.71","-0.71","","","","-0.2","-0.2","-0.2","0.5","0.5","0.5","-0.03","-0.03","-0.03","","","","","",""
"2496000","-0.47","-0.47","-0.47","","","","-0.67","-0.67","-0.67","-0.46","-0.46","-0.46","-0.25","-0.25","-0.25","","","","","",""
"2498000","-0.84","-0.84","-0.84","","","","-0.77","-0.77","-0.77","-0.2","-0.2","-0.2","0.02","0.02","0.02","","","","","",""
"2500000","-0.54","-0.54","-0.54","","","","-0.5","-0.5","-0.5","-0.18","-0.18","-0.18","0.39","0.39","0.39","","","","","",""
"2502000","-0.68","-0.68","-0.68","","","","-0.17","-0.17","-0.17","-0.39","-0.39","-0.39","0.19","0.19","0.19","","","","","",""
"2504000","-0.62","-0.62","-0.62","","","","-0.25","-0.25","-0.25","-0.59","-0.59","-0.59","-0.23","-0.23","-0.23","","","","","",""
"2506000","-0.69","-0.69","-0.69","","","","-0.38","-0.38","-0.38","-0.5","-0.5","-0.5","-0.17","-0.17","-0.17","","","","","",""
"2508000","-0.66","-0.66","-0.66","","","","-0.65","-0.65","-0.65","-0.56","-0.56","-0.56","0.36","0.36","0.36","","","","","",""
"2510000","-0.58","-0.58","-0.58","","","","-0.8","-0.8","-0.8","-0.35","-0.35","-0.35","0.07","0.07","0.07","","","","","",""
"2512000","-0.47","-0.47","-0.47","","","","-0.62","-0.62","-0.62","0","0","0","-0.31","-0.31","-0.31","","","","","",""
"2514000","-0.3","-0.3","-0.3","","","","-0.29","-0.29","-0.29","-0.64","-0.64","-0.64","-0.33","-0.33","-0.33","","","","","",""
"2516000","-0.62","-0.62","-0.62","","","","-0.75","-0.75","-0.75","-0.43","-0.43","-0.43","0.12","0.12","0.12","","","","","",""
"2518000","-0.33","-0.33","-0.33","","","","-0.61","-0.61","-0.61","-0.29","-0.29","-0.29","0.11","0.11","0.11","","","","","",""
"2520000","-0.71","-0.71","-0.71","","","","-0.54","-0.54","-0.54","-0.53","-0.53","-0.53","0.57","0.57","0.57","","","","","",""
"2522000","-0.32","-0.32","-0.32","","","","-0.35","-0.35","-0.35","-0.25","-0.25","-0.25","-0.17","-0.17","-0.17","","","","","",""
"2524000","-0.83","-0.83","-0.83","","","","-0.55","-0.55","-0.55","0.04","0.04","0.04","0.35","0.35","0.35","","","","","",""
"2526000","0","0","0","","","","-0.61","-0.61","-0.61","-0.29","-0.29","-0.29","-0.38","-0.38","-0.38","","","","","",""
"2528000","-0.58","-0.58","-0.58","","","","-0.81","-0.81","-0.81","-0.57","-0.57","-0.57","-0.25","-0.25","-0.25","","","","","",""
"2530000","","","","","","","-0.75","-0.75","-0.75","-0.69","-0.69","-0.69","-0.28","-0.28","-0.28","","","","","",""
"2532000","","","","","","","-0.72","-0.72","-0.72","-0.2","-0.2","-0.2","-0.18","-0.18","-0.18","","","","","",""
"2534000","","","","","","","-0.68","-0.68","-0.68","-0.35","-0.35","-0.35","0.7","0.7","0.7","","","","","",""
"2536000","","","","","","","-0.38","-0.38","-0.38","-0.3","-0.3","-0.3","-0.03","-0.03","-0.03","","","","","",""
"2538000","","","","","","","-0.15","-0.15","-0.15","-0.14","-0.14","-0.14","-0.16","-0.16","-0.16","","","","","",""
"2540000","","","","","","","-0.68","-0.68","-0.68","-0.14","-0.14","-0.14","-0.22","-0.22","-0.22","","","","","",""
"2542000","","","","","","","-0.54","-0.54","-0.54","-0.5","-0.5","-0.5","0.21","0.21","0.21","","","","","",""
"2544000","","","","","","","-0.7","-0.7","-0.7","-0.46","-0.46","-0.46","0.19","0.19","0.19","","","","","",""
"2546000","","","","","","","-0.32","-0.32","-0.32","-0.67","-0.67","-0.67","0.33","0.33","0.33","","","","","",""
"2548000","","","","","","","-0.75","-0.75","-0.75","-0.6","-0.6","-0.6","0.64","0.64","0.64","","","","","",""
"2550000","","","","","","","-0.1","-0.1","-0.1","-0.44","-0.44","-0.44","-0.19","-0.19","-0.19","","","","","",""
"2552000","","","","","","","-0.43","-0.43","-0.43","-0.72","-0.72","-0.72","0.21","0.21","0.21","","","","","",""
"2554000","","","","","","","-0.17","-0.17","-0.17","0.29","0.29","0.29","-0.35","-0.35","-0.35","","","","","",""
"2556000","","","","","","","-0.71","-0.71","-0.71","0.08","0.08","0.08","-0.11","-0.11","-0.11","","","","","",""
"2558000","","","","","","","-0.38","-0.38","-0.38","-0.69","-0.69","-0.69","0","0","0","","","","","",""
"2560000","","","","","","","-0.78","-0.78","-0.78","0","0","0","-0.03","-0.03","-0.03","","","","","",""
"2562000","","","","","","","-0.2","-0.2","-0.2","0","0","0","-0.19","-0.19","-0.19","","","","","",""
"2564000","","","","","","","-0.61","-0.61","-0.61","-0.43","-0.43","-0.43","-0.19","-0.19","-0.19","","","","","",""
"2566000","","","","","","","-0.3","-0.3","-0.3","-0.78","-0.78","-0.78","0.28","0.28","0.28","","","","","",""
"2568000","","","","","","","-0.69","-0.69","-0.69","-0.69","-0.69","-0.69","-0.28","-0.28","-0.28","","","","","",""
"2570000","","","","","","","-0.25","-0.25","-0.25","-0.63","-0.63","-0.63","0.58","0.58","0.58","","","","","",""
"2572000","","","","","","","-0.05","-0.05","-0.05","-0.44","-0.44","-0.44","0.17","0.17","0.17","","","","","",""
"2574000","","","","","","","-0.53","-0.53","-0.53","-0.35","-0.35","-0.35","-0.36","-0.36","-0.36","","","","","",""
"2576000","","","","","","","-0.3","-0.3","-0.3","-0.46","-0.46","-0.46","0.33","0.33","0.33","","","","","",""
"2578000","","","","","","","0.1","0.1","0.1","-0.69","-0.69","-0.69","-0.28","-0.28","-0.28","","","","","",""
"2580000","","","","","","","-0.25","-0.25","-0.25","-0.68","-0.68","-0.68","0.68","0.68","0.68","","","","","",""
"2582000","","","","","","","-0.67","-0.67","-0.67","-0.5","-0.5","-0.5","-0.35","-0.35","-0.35","","","","","",""
"2584000","","","","","","","-0.81","-0.81","-0.81","-0.29","-0.29","-0.29","0","0","0","","","","","",""
"2586000","","","","","","","0.3","0.3","0.3","-0.5","-0.5","-0.5","-0.36","-0.36","-0.36","","","","","",""
"2588000","","","","","","","-0.45","-0.45","-0.45","-0.67","-0.67","-0.67","-0.03","-0.03","-0.03","","","","","",""
"2590000","","","","","","","-0.56","-0.56","-0.56","-0.53","-0.53","-0.53","0.04","0.04","0.04","","","","","",""
"2592000","","","","","","","-0.3","-0.3","-0.3","-0.56","-0.56","-0.56","-0.36","-0.36","-0.36","","","","","",""
"2594000","","","","","","","-0.61","-0.61","-0.61","-0.47","-0.47","-0.47","1.25","1.25","1.25","","","","","",""
"2596000","","","","","","","-0.43","-0.43","-0.43","-0.38","-0.38","-0.38","-0.47","-0.47","-0.47","","","","","",""
"2598000","","","","","","","0","0","0","-0.57","-0.57","-0.57","0.12","0.12","0.12","","","","","",""
"2600000","","","","","","","-0.1","-0.1","-0.1","-0.47","-0.47","-0.47","-0.21","-0.21","-0.21","","","","","",""
"2602000","","","","","","","-0.75","-0.75","-0.75","-0.5","-0.5","-0.5","0.6","0.6","0.6","","","","","",""
"2604000","","","","","","","-0.25","-0.25","-0.25","-0.29","-0.29","-0.29","-0.12","-0.12","-0.12","","","","","",""
"2606000","","","","","","","-0.67","-0.67","-0.67","-0.58","-0.58","-0.58","-0.08","-0.08","-0.08","","","","","",""
"2608000","","","","","","","-0.5","-0.5","-0.5","0.25","0.25","0.25","-0.2","-0.2","-0.2","","","","","",""
"2610000","","","","","","","-0.25","-0.25","-0.25","-0.62","-0.62","-0.62","0.57","0.57","0.57","","","","","",""
"2612000","","","","","","","-0.4","-0.4","-0.4","0.15","0.15","0.15","-0.34","-0.34","-0.34","","","","","",""
"2614000","","","","","","","-0.2","-0.2","-0.2","-0.42","-0.42","-0.42","0.32","0.32","0.32","","","","","",""
"2616000","","","","","","","-0.62","-0.62","-0.62","-0.78","-0.78","-0.78","0.07","0.07","0.07","","","","","",""
"2618000","","","","","","","-0.69","-0.69","-0.69","-0.43","-0.43","-0.43","0.07","0.07","0.07","","","","","",""
"2620000","","","","","","","-0.91","-0.91","-0.91","-0.8","-0.8","-0.8","0.71","0.71","0.71","","","","","",""
"2622000","","","","","","","-0.44","-0.44","-0.44","-0.62","-0.62","-0.62","0.42","0.42","0.42","","","","","",""
"2624000","","","","","","","-0.35","-0.35","-0.35","-0.81","-0.81","-0.81","-0.15","-0.15","-0.15","","","","","",""
"2626000","","","","","","","0.06","0.06","0.06","0.44","0.44","0.44","0.25","0.25","0.25","","","","","",""
"2628000","","","","","","","-0.39","-0.39","-0.39","0.25","0.25","0.25","-0.15","-0.15","-0.15","","","","","",""
"2630000","","","","","","","-0.15","-0.15","-0.15","-0.25","-0.25","-0.25","-0.44","-0.44","-0.44","","","","","",""
"2632000","","","","","","","-0.57","-0.57","-0.57","0.1","0.1","0.1","-0.46","-0.46","-0.46","","","","","",""
"2634000","","","","","","","-0.64","-0.64","-0.64","-0.62","-0.62","-0.62","-0.2","-0.2","-0.2","","","","","",""
"2636000","","","","","","","-0.78","-0.78","-0.78","-0.29","-0.29","-0.29","-0.28","-0.28","-0.28","","","","","",""
"2638000","","","","","","","-0.21","-0.21","-0.21","0.05","0.05","0.05","0.2","0.2","0.2","","","","","",""
"2640000","","","","","","","-0.29","-0.29","-0.29","0.25","0.25","0.25","-0.25","-0.25","-0.25","","","","","",""
"2642000","","","","","","","-0.43","-0.43","-0.43","-0.45","-0.45","-0.45","0.21","0.21","0.21","","","","","",""
"2644000","","","","","","","-0.42","-0.42","-0.42","-0.47","-0.47","-0.47","-0.25","-0.25","-0.25","","","","","",""
"2646000","","","","","","","-0.6","-0.6","-0.6","-0.21","-0.21","-0.21","-0.29","-0.29","-0.29","","","","","",""
"2648000","","","","","","","-0.39","-0.39","-0.39","-0.46","-0.46","-0.46","0","0","0","","","","","",""
"2650000","","","","","","","-0.38","-0.38","-0.38","-0.39","-0.39","-0.39","0.08","0.08","0.08","","","","","",""
"2652000","","","","","","","-0.47","-0.47","-0.47","-0.17","-0.17","-0.17","-0.05","-0.05","-0.05","","","","","",""
"2654000","","","","","","","-0.56","-0.56","-0.56","-0.29","-0.29","-0.29","-0.1","-0.1","-0.1","","","","","",""
"2656000","","","","","","","-0.2","-0.2","-0.2","-0.62","-0.62","-0.62","-0.28","-0.28","-0.28","","","","","",""
"2658000","","","","","","","-0.11","-0.11","-0.11","-0.29","-0.29","-0.29","-0.04","-0.04","-0.04","","","","","",""
"2660000","","","","","","","-0.15","-0.15","-0.15","-0.54","-0.54","-0.54","0.4","0.4","0.4","","","","","",""
"2662000","","","","","","","-0.15","-0.15","-0.15","-0.21","-0.21","-0.21","1.06","1.06","1.06","","","","","",""
"2664000","","","","","","","-0.82","-0.82","-0.82","-0.73","-0.73","-0.73","0.04","0.04","0.04","","","","","",""
"2666000","","","","","","","-0.55","-0.55","-0.55","0.05","0.05","0.05","-0.59","-0.59","-0.59","","","","","",""
"2668000","","","","","","","0.05","0.05","0.05","-0.61","-0.61","-0.61","-0.25","-0.25","-0.25","","","","","",""
"2670000","","","","","","","-0.44","-0.44","-0.44","-0.17","-0.17","-0.17","-0.11","-0.11","-0.11","","","","","",""
"2672000","","","","","","","0.31","0.31","0.31","-0.5","-0.5","-0.5","-0.6","-0.6","-0.6","","","","","",""
"2674000","","","","","","","-0.61","-0.61","-0.61","-0.75","-0.75","-0.75","-0.22","-0.22","-0.22","","","","","",""
"2676000","","","","","","","-0.47","-0.47","-0.47","-0.25","-0.25","-0.25","-0.08","-0.08","-0.08","","","","","",""
"2678000","","","","","","","-0.1","-0.1","-0.1","0","0","0","0","0","0","","","","","",""
"2680000","","","","","","","-0.21","-0.21","-0.21","-0.39","-0.39","-0.39","-0.22","-0.22","-0.22","","","","","",""
"2682000","","","","","","","-0.94","-0.94","-0.94","0.15","0.15","0.15","0.08","0.08","0.08","","","","","",""
"2684000","","","","","","","-0.38","-0.38","-0.38","-0.42","-0.42","-0.42","0.12","0.12","0.12","","","","","",""
"2686000","","","","","","","-0.58","-0.58","-0.58","-0.66","-0.66","-0.66","-0.04","-0.04","-0.04","","","","","",""
"2688000","","","","","","","-0.33","-0.33","-0.33","-0.73","-0.73","-0.73","-0.2","-0.2","-0.2","","","","","",""
"2690000","","","","","","","-0.84","-0.84","-0.84","-0.33","-0.33","-0.33","-0.05","-0.05","-0.05","","","","","",""
"2692000","","","","","","","-0.25","-0.25","-0.25","-0.31","-0.31","-0.31","-0.5","-0.5","-0.5","","","","","",""
"2694000","","","","","","","-0.54","-0.54","-0.54","-0.22","-0.22","-0.22","-0.38","-0.38","-0.38","","","","","",""
"2696000","","","","","","","-0.55","-0.55","-0.55","-0.31","-0.31","-0.31","0.1","0.1","0.1","","","","","",""
"2698000","","","","","","","-0.61","-0.61","-0.61","-0.56","-0.56","-0.56","0.25","0.25","0.25","","","","","",""
"2700000","","","","","","","-0.58","-0.58","-0.58","-0.47","-0.47","-0.47","-0.12","-0.12","-0.12","","","","","",""
"2702000","","","","","","","-0.57","-0.57","-0.57","-0.07","-0.07","-0.07","-0.17","-0.17","-0.17","","","","","",""
"2704000","","","","","","","-0.45","-0.45","-0.45","-0.22","-0.22","-0.22","0.38","0.38","0.38","","","","","",""
"2706000","","","","","","","-0.69","-0.69","-0.69","0.12","0.12","0.12","0.5","0.5","0.5","","","","","",""
"2708000","","","","","","","-0.36","-0.36","-0.36","0.38","0.38","0.38","0.03","0.03","0.03","","","","","",""
"2710000","","","","","","","-0.56","-0.56","-0.56","-0.42","-0.42","-0.42","0.31","0.31","0.31","","","","","",""
"2712000","","","","","","","-0.46","-0.46","-0.46","-0.19","-0.19","-0.19","-0.41","-0.41","-0.41","","","","","",""
"2714000","","","","","","","-0.33","-0.33","-0.33","-0.7","-0.7","-0.7","0.03","0.03","0.03","","","","","",""
"2716000","","","","","","","-0.61","-0.61","-0.61","-0.5","-0.5","-0.5","0.21","0.21","0.21","","","","","",""
"2718000","","","","","","","-0.5","-0.5","-0.5","-0.31","-0.31","-0.31","-0.17","-0.17","-0.17","","","","","",""
"2720000","","","","","","","-0.72","-0.72","-0.72","-0.04","-0.04","-0.04","-0.19","-0.19","-0.19","","","","","",""
"2722000","","","","","","","-0.62","-0.62","-0.62","0.05","0.05","0.05","-0.22","-0.22","-0.22","","","","","",""
"2724000","","","","","","","-0.33","-0.33","-0.33","-0.59","-0.59","-0.59","-0.37","-0.37","-0.37","","","","","",""
"2726000","","","","","","","-0.1","-0.1","-0.1","-0.25","-0.25","-0.25","0.12","0.12","0.12","","","","","",""
"2728000","","","","","","","0","0","0","-0.58","-0.58","-0.58","-0.25","-0.25","-0.25","","","","","",""
"2730000","","","","","","","-0.19","-0.19","-0.19","-0.6","-0.6","-0.6","0.09","0.09","0.09","","","","","",""
"2732000","","","","","","","-0.25","-0.25","-0.25","-0.28","-0.28","-0.28","0.38","0.38","0.38","","","","","",""
"2734000","","","","","","","-0.33","-0.33","-0.33","-0.53","-0.53","-0.53","-0.39","-0.39","-0.39","","","","","",""
"2736000","","","","","","","-0.42","-0.42","-0.42","-0.71","-0.71","-0.71","0.09","0.09","0.09","","","","","",""
"2738000","","","","","","","-0.54","-0.54","-0.54","0.17","0.17","0.17","-0.57","-0.57","-0.57","","","","","",""
"2740000","","","","","","","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","0.25","0.25","0.25","","","","","",""
"2742000","","","","","","","-0.1","-0.1","-0.1","-0.36","-0.36","-0.36","0.18","0.18","0.18","","","","","",""
"2744000","","","","","","","-0.75","-0.75","-0.75","-0.35","-0.35","-0.35","0.12","0.12","0.12","","","","","",""
"2746000","","","","","","","0.15","0.15","0.15","-0.11","-0.11","-0.11","0.45","0.45","0.45","","","","","",""
"2748000","","","","","","","-0.53","-0.53","-0.53","-0.29","-0.29","-0.29","0.4","0.4","0.4","","","","","",""
"2750000","","","","","","","-0.15","-0.15","-0.15","-0.21","-0.21","-0.21","-0.47","-0.47","-0.47","","","","","",""
"2752000","","","","","","","-0.91","-0.91","-0.91","-0.28","-0.28","-0.28","0.14","0.14","0.14","","","","","",""
"2754000","","","","","","","-0.5","-0.5","-0.5","-0.48","-0.48","-0.48","0.14","0.14","0.14","","","","","",""
"2756000","","","","","","","0.1","0.1","0.1","-0.05","-0.05","-0.05","-0.21","-0.21","-0.21","","","","","",""
"2758000","","","","","","","-0.35","-0.35","-0.35","-0.83","-0.83","-0.83","0.46","0.46","0.46","","","","","",""
"2760000","","","","","","","-0.42","-0.42","-0.42","0.2","0.2","0.2","-0.06","-0.06","-0.06","","","","","",""
"2762000","","","","","","","-0.66","-0.66","-0.66","0.04","0.04","0.04","0.08","0.08","0.08","","","","","",""
"2764000","","","","","","","-0.33","-0.33","-0.33","-0.22","-0.22","-0.22","-0.55","-0.55","-0.55","","","","","",""
"2766000","","","","","","","-0.21","-0.21","-0.21","-0.21","-0.21","-0.21","-0.39","-0.39","-0.39","","","","","",""
"2768000","","","","","","","-0.55","-0.55","-0.55","-0.57","-0.57","-0.57","-0.31","-0.31","-0.31","","","","","",""
"2770000","","","","","","","-0.57","-0.57","-0.57","0.03","0.03","0.03","0.03","0.03","0.03","","","","","",""
"2772000","","","","","","","-0.29","-0.29","-0.29","-0.66","-0.66","-0.66","0.3","0.3","0.3","","","","","",""
"2774000","","","","","","","-0.5","-0.5","-0.5","-0.65","-0.65","-0.65","-0.34","-0.34","-0.34","","","","","",""
"2776000","","","","","","","-0.42","-0.42","-0.42","-0.38","-0.38","-0.38","-0.22","-0.22","-0.22","","","","","",""
"2778000","","","","","","","0.38","0.38","0.38","-0.11","-0.11","-0.11","0.19","0.19","0.19","","","","","",""
"2780000","","","","","","","-0.59","-0.59","-0.59","-0.39","-0.39","-0.39","0.25","0.25","0.25","","","","","",""
"2782000","","","","","","","-0.19","-0.19","-0.19","0.08","0.08","0.08","-0.05","-0.05","-0.05","","","","","",""
"2784000","","","","","","","-0.59","-0.59","-0.59","0.29","0.29","0.29","-0.06","-0.06","-0.06","","","","","",""
"2786000","","","","","","","-0.19","-0.19","-0.19","-0.5","-0.5","-0.5","-0.03","-0.03","-0.03","","","","","",""
"2788000","","","","","","","-0.25","-0.25","-0.25","-0.57","-0.57","-0.57","0.54","0.54","0.54","","","","","",""
"2790000","","","","","","","-0.43","-0.43","-0.43","0.19","0.19","0.19","0.31","0.31","0.31","","","","","",""
"2792000","","","","","","","-0.36","-0.36","-0.36","-0.6","-0.6","-0.6","-0.18","-0.18","-0.18","","","","","",""
"2794000","","","","","","","-0.46","-0.46","-0.46","-0.54","-0.54","-0.54","-0.29","-0.29","-0.29","","","","","",""
"2796000","","","","","","","-0.46","-0.46","-0.46","-0.31","-0.31","-0.31","-0.16","-0.16","-0.16","","","","","",""
"2798000","","","","","","","-0.56","-0.56","-0.56","0.46","0.46","0.46","0.43","0.43","0.43","","","","","",""
"2800000","","","","","","","-0.75","-0.75","-0.75","-0.48","-0.48","-0.48","-0.25","-0.25","-0.25","","","","","",""
"2802000","","","","","","","0.12","0.12","0.12","-0.29","-0.29","-0.29","0.21","0.21","0.21","","","","","",""
"2804000","","","","","","","-0.42","-0.42","-0.42","-0.36","-0.36","-0.36","0.21","0.21","0.21","","","","","",""
"2806000","","","","","","","0.06","0.06","0.06","-0.65","-0.65","-0.65","-0.5","-0.5","-0.5","","","","","",""
"2808000","","","","","","","-0.33","-0.33","-0.33","-0.42","-0.42","-0.42","-0.43","-0.43","-0.43","","","","","",""
"2810000","","","","","","","-0.75","-0.75","-0.75","-0.21","-0.21","-0.21","-0.17","-0.17","-0.17","","","","","",""
"2812000","","","","","","","-0.43","-0.43","-0.43","-0.55","-0.55","-0.55","0.03","0.03","0.03","","","","","",""
"2814000","","","","","","","-0.1","-0.1","-0.1","-0.42","-0.42","-0.42","-0.18","-0.18","-0.18","","","","","",""
"2816000","","","","","","","-0.81","-0.81","-0.81","-0.28","-0.28","-0.28","0.25","0.25","0.25","","","","","",""
"2818000","","","","","","","-0.28","-0.28","-0.28","-0.38","-0.38","-0.38","0","0","0","","","","","",""
"2820000","","","","","","","-0.42","-0.42","-0.42","-0.57","-0.57","-0.57","0.65","0.65","0.65","","","","","",""
"2822000","","","","","","","-0.46","-0.46","-0.46","-0.32","-0.32","-0.32","-0.06","-0.06","-0.06","","","","","",""
"2824000","","","","","","","-0.43","-0.43","-0.43","-0.41","-0.41","-0.41","-0.25","-0.25","-0.25","","","","","",""
"2826000","","","","","","","-0.54","-0.54","-0.54","-0.36","-0.36","-0.36","-0.14","-0.14","-0.14","","","","","",""
